source;country;query;#;gender;ethnicity;Is_foreigner;age;experience_level;is_premium;has_photo;;
viadeo;Spain;cartero;5;null;null;null;null;null;null;null;;
viadeo;Spain;cartero;6;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;cartero;7;male;null;null;46.0;senior2-level;False;True;;
viadeo;Spain;cartero;8;male;null;null;52.0;mid-level;False;True;;
viadeo;Spain;cartero;9;male;null;False;null;senior2-level;False;True;;
viadeo;Spain;cartero;10;male;null;null;36.0;senior2-level;False;True;;
viadeo;Spain;cartero;11;male;null;True;33.0;senior1-level;False;True;;
viadeo;Spain;cartero;12;male;null;True;null;senior2-level;False;True;;
viadeo;Spain;cartero;13;male;null;True;null;null;False;True;;
viadeo;Spain;cartero;14;male;null;True;null;senior2-level;False;True;;
viadeo;Spain;cartero;15;male;null;True;null;senior2-level;False;True;;
viadeo;Spain;cartero;16;female;null;True;null;senior2-level;False;True;;
viadeo;Spain;cartero;17;male;null;True;null;null;False;True;;
viadeo;Spain;cartero;18;male;null;True;null;null;False;True;;
viadeo;Spain;cartero;19;male;null;True;null;null;False;True;;
viadeo;Spain;bombero;0;male;null;null;28.0;senior2-level;False;True;;
viadeo;Spain;bombero;1;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;bombero;2;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;bombero;3;male;null;True;null;senior2-level;False;True;;
viadeo;Spain;bombero;4;male;null;null;null;entry-level;False;True;;
viadeo;Spain;bombero;5;male;null;null;null;entry-level;False;True;;
viadeo;Spain;bombero;6;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;bombero;7;male;null;null;null;entry-level;False;True;;
viadeo;Spain;bombero;8;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;bombero;9;male;null;null;null;entry-level;False;True;;
viadeo;Spain;bombero;10;male;null;null;null;entry-level;False;True;;
viadeo;Spain;bombero;11;unknown;null;False;null;entry-level;False;True;;
viadeo;Spain;bombero;12;male;null;null;null;entry-level;False;True;;
viadeo;Spain;bombero;13;male;null;null;null;entry-level;False;True;;
viadeo;Spain;bombero;14;male;null;null;null;null;False;True;;
viadeo;Spain;bombero;15;male;null;null;null;entry-level;False;True;;
viadeo;Spain;bombero;16;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;bombero;17;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;bombero;18;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;bombero;19;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;arquitecto;0;unknown;null;null;27.0;senior1-level;False;True;;
viadeo;Spain;arquitecto;1;unknown;null;null;null;senior2-level;False;True;;
viadeo;Spain;arquitecto;2;unknown;null;null;null;null;False;True;;
viadeo;Spain;arquitecto;3;male;null;null;59.0;senior2-level;False;True;;
viadeo;Spain;arquitecto;4;female;null;null;34.0;senior2-level;False;True;;
viadeo;Spain;arquitecto;5;male;null;False;34.0;senior1-level;False;True;;
viadeo;Spain;arquitecto;6;male;null;null;40.0;senior2-level;False;True;;
viadeo;Spain;arquitecto;7;unknown;null;True;49.0;senior2-level;False;True;;
viadeo;Spain;arquitecto;8;male;null;null;57.0;senior2-level;False;True;;
viadeo;Spain;arquitecto;9;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;arquitecto;10;male;null;null;35.0;senior1-level;False;True;;
viadeo;Spain;arquitecto;11;male;null;null;63.0;senior2-level;False;True;;
viadeo;Spain;arquitecto;12;male;null;null;73.0;senior2-level;False;True;;
viadeo;Spain;arquitecto;13;male;null;null;62.0;senior2-level;False;True;;
viadeo;Spain;arquitecto;14;male;null;True;null;senior2-level;False;True;;
viadeo;Spain;arquitecto;15;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;arquitecto;16;male;null;True;46.0;senior2-level;False;True;;
viadeo;Spain;arquitecto;17;female;null;null;47.0;senior2-level;False;True;;
viadeo;Spain;abogado;0;unknown;null;null;null;senior2-level;False;True;;
viadeo;Spain;abogado;1;unknown;null;null;30.0;senior1-level;False;True;;
viadeo;Spain;abogado;2;unknown;null;null;null;senior2-level;False;True;;
viadeo;Spain;abogado;3;unknown;null;False;49.0;mid-level;False;True;;
viadeo;Spain;abogado;4;unknown;null;True;null;null;False;True;;
viadeo;Spain;abogado;5;unknown;null;null;null;null;False;True;;
viadeo;Spain;abogado;6;unknown;null;null;null;null;False;True;;
viadeo;Spain;abogado;7;unknown;null;null;29.0;entry-level;False;True;;
viadeo;Spain;abogado;8;unknown;null;True;null;senior1-level;False;True;;
viadeo;Spain;abogado;9;unknown;null;False;null;senior2-level;False;True;;
viadeo;Spain;abogado;10;unknown;null;null;null;entry-level;False;True;;
viadeo;Spain;abogado;11;unknown;null;null;null;null;False;True;;
viadeo;Spain;abogado;12;unknown;null;False;null;null;False;True;;
viadeo;Spain;abogado;13;unknown;null;null;null;senior2-level;False;True;;
viadeo;Spain;abogado;14;male;null;null;null;null;False;True;;
viadeo;Spain;abogado;15;male;null;False;null;null;False;True;;
viadeo;Spain;abogado;16;unknown;null;null;74.0;senior2-level;False;True;;
viadeo;Spain;abogado;17;unknown;null;null;null;entry-level;False;True;;
viadeo;Spain;abogado;18;male;null;null;29.0;null;False;True;;
viadeo;Spain;abogado;19;female;null;null;null;entry-level;False;True;;
