source;country;query;#;gender;ethnicity;Is_foreigner;age;experience_level;is_premium;has_photo
linkedin;United Kigndom;secretary;12;female;null;null;null;entry-level;True;False
linkedin;United Kigndom;secretary;13;unknown;null;null;30.0;senior1-level;False;False
linkedin;United Kigndom;secretary;14;female;null;null;37.0;mid-level;False;False
linkedin;United Kigndom;secretary;15;male;null;null;31.0;senior1-level;False;True
linkedin;United Kigndom;secretary;16;male;null;null;42.0;senior1-level;False;False
linkedin;United Kigndom;secretary;17;female;null;null;null;senior1-level;False;True
linkedin;United Kigndom;secretary;18;female;null;null;33.0;senior2-level;False;True
linkedin;United Kigndom;secretary;19;male;null;null;29.0;entry-level;False;False
linkedin;United Kigndom;secretary;20;female;null;null;30.0;senior1-level;False;False
linkedin;United Kigndom;secretary;21;male;null;null;null;senior2-level;False;True
linkedin;United Kigndom;secretary;22;female;null;null;43.0;senior2-level;False;False
linkedin;United Kigndom;secretary;23;male;null;null;32.0;senior2-level;False;False
linkedin;United Kigndom;secretary;24;female;null;null;37.0;senior1-level;False;False
linkedin;United Kigndom;surveyor;0;female;null;null;31.0;senior1-level;False;True
linkedin;United Kigndom;surveyor;1;unknown;null;null;null;null;False;True
linkedin;United Kigndom;surveyor;2;female;null;null;null;mid-level;False;True
linkedin;United Kigndom;surveyor;3;male;null;null;null;senior2-level;False;True
linkedin;United Kigndom;surveyor;4;female;null;null;29.0;senior2-level;False;False
linkedin;United Kigndom;surveyor;5;male;null;null;23.0;senior2-level;False;True
linkedin;United Kigndom;surveyor;6;female;null;null;27.0;senior1-level;False;False
linkedin;United Kigndom;surveyor;7;male;null;null;41.0;senior2-level;False;True
linkedin;United Kigndom;surveyor;8;female;null;null;null;senior2-level;False;True
linkedin;United Kigndom;surveyor;9;male;null;null;32.0;mid-level;False;True
linkedin;United Kigndom;surveyor;10;female;null;null;32.0;senior1-level;False;True
linkedin;United Kigndom;surveyor;11;female;null;null;41.0;senior2-level;False;False
linkedin;United Kigndom;surveyor;12;female;null;null;30.0;senior1-level;False;False
linkedin;United Kigndom;surveyor;13;female;null;null;32.0;mid-level;False;False
linkedin;United Kigndom;surveyor;14;male;null;null;null;senior1-level;False;False
linkedin;United Kigndom;surveyor;15;female;null;null;24.0;mid-level;False;True
linkedin;United Kigndom;surveyor;16;male;null;null;42.0;mid-level;False;False
linkedin;United Kigndom;surveyor;17;female;null;null;34.0;mid-level;False;False
linkedin;United Kigndom;surveyor;18;male;null;null;26.0;senior2-level;False;True
linkedin;United Kigndom;surveyor;19;female;null;null;33.0;mid-level;False;False
linkedin;United Kigndom;surveyor;20;male;null;null;54.0;senior2-level;False;False
linkedin;United Kigndom;surveyor;21;female;null;null;33.0;mid-level;False;True
linkedin;United Kigndom;surveyor;22;male;null;null;null;senior2-level;False;True
linkedin;United Kigndom;surveyor;23;male;null;null;null;senior1-level;False;False
linkedin;United Kigndom;surveyor;24;male;null;null;34.0;senior1-level;False;False
linkedin;United Kigndom;teacher;0;male;null;False;null;senior2-level;False;False
linkedin;United Kigndom;teacher;1;male;null;True;null;senior1-level;False;True
linkedin;United Kigndom;teacher;2;female;null;True;37.0;senior2-level;False;True
linkedin;United Kigndom;teacher;3;female;null;True;28.0;senior2-level;False;True
linkedin;United Kigndom;teacher;4;female;null;True;null;senior1-level;False;False
linkedin;United Kigndom;teacher;5;female;null;False;29.0;senior1-level;False;False
linkedin;United Kigndom;teacher;6;female;null;False;21.0;mid-level;False;True
linkedin;United Kigndom;teacher;7;female;null;True;33.0;senior2-level;False;True
linkedin;United Kigndom;teacher;8;unknown;null;True;30.0;senior2-level;False;False
linkedin;United Kigndom;teacher;9;female;null;True;29.0;senior1-level;False;True
linkedin;United Kigndom;teacher;10;female;null;False;24.0;senior1-level;False;False
linkedin;United Kigndom;teacher;11;male;null;False;null;senior2-level;False;True
linkedin;United Kigndom;teacher;12;male;null;False;34.0;senior2-level;False;False
linkedin;United Kigndom;teacher;13;male;null;True;32.0;senior1-level;False;False
linkedin;United Kigndom;teacher;14;male;null;False;27.0;senior2-level;False;False
linkedin;United Kigndom;teacher;15;male;null;False;45.0;senior2-level;False;True
linkedin;United Kigndom;teacher;16;male;null;True;51.0;senior2-level;False;False
linkedin;United Kigndom;teacher;17;female;null;False;26.0;mid-level;False;True
linkedin;United Kigndom;teacher;18;unknown;null;null;null;null;False;True
linkedin;United Kigndom;teacher;19;female;null;True;62.0;senior1-level;False;True
linkedin;United Kigndom;teacher;20;unknown;null;True;31.0;senior2-level;False;True
linkedin;United Kigndom;teacher;21;male;null;True;24.0;senior2-level;False;False
linkedin;United Kigndom;teacher;22;male;null;False;37.0;senior2-level;False;True
linkedin;United Kigndom;teacher;23;male;null;False;32.0;senior1-level;False;False
linkedin;United Kigndom;teacher;24;female;null;True;45.0;senior2-level;False;False
linkedin;United Kigndom;veterinarian;0;male;null;True;32.0;senior1-level;False;False
linkedin;United Kigndom;veterinarian;1;female;null;False;34.0;senior2-level;False;False
linkedin;United Kigndom;veterinarian;2;female;null;True;40.0;senior2-level;False;False
linkedin;United Kigndom;veterinarian;3;unknown;null;True;26.0;mid-level;False;True
linkedin;United Kigndom;veterinarian;4;male;null;True;29.0;senior1-level;False;True
linkedin;United Kigndom;veterinarian;5;unknown;null;False;null;mid-level;False;False
linkedin;United Kigndom;veterinarian;6;unknown;null;False;null;senior2-level;False;False
linkedin;United Kigndom;veterinarian;7;female;null;False;31.0;senior1-level;False;False
linkedin;United Kigndom;veterinarian;8;female;null;False;35.0;senior1-level;False;False
linkedin;United Kigndom;veterinarian;9;female;null;False;40.0;senior1-level;False;True
linkedin;United Kigndom;veterinarian;10;female;null;True;38.0;entry-level;False;False
linkedin;United Kigndom;veterinarian;11;female;null;False;null;senior2-level;False;False
linkedin;United Kigndom;veterinarian;12;female;null;True;null;mid-level;False;False
linkedin;United Kigndom;veterinarian;13;unknown;null;True;null;senior2-level;False;True
linkedin;United Kigndom;veterinarian;14;female;null;False;null;mid-level;True;False
linkedin;United Kigndom;veterinarian;15;unknown;null;True;41.0;entry-level;False;True
linkedin;United Kigndom;veterinarian;16;unknown;null;True;35.0;senior1-level;False;False
linkedin;United Kigndom;veterinarian;17;female;null;False;29.0;senior1-level;False;False
linkedin;United Kigndom;veterinarian;18;female;null;True;39.0;mid-level;False;True
linkedin;United Kigndom;veterinarian;19;male;null;False;63.0;mid-level;False;True
linkedin;United Kigndom;veterinarian;20;female;null;True;29.0;mid-level;False;True
linkedin;United Kigndom;veterinarian;21;female;null;False;44.0;senior2-level;False;False
linkedin;United Kigndom;veterinarian;22;male;null;False;null;senior2-level;True;False
linkedin;United Kigndom;veterinarian;23;unknown;null;True;null;entry-level;False;False
linkedin;United Kigndom;veterinarian;24;male;null;False;63.0;senior2-level;False;True
linkedin;United Kigndom;writer;0;female;null;False;25.0;senior1-level;False;False
linkedin;United Kigndom;writer;1;male;null;False;null;senior2-level;False;True
linkedin;United Kigndom;writer;2;female;null;False;32.0;senior1-level;False;True
linkedin;United Kigndom;writer;3;unknown;null;True;null;entry-level;False;False
linkedin;United Kigndom;writer;4;male;null;False;38.0;senior2-level;False;True
linkedin;United Kigndom;writer;5;unknown;null;False;null;senior2-level;True;False
linkedin;United Kigndom;writer;6;female;null;True;30.0;mid-level;False;True
linkedin;United Kigndom;writer;7;unknown;null;True;34.0;senior1-level;False;True
linkedin;United Kigndom;writer;8;female;null;True;29.0;senior1-level;False;False
linkedin;United Kigndom;writer;9;female;null;True;34.0;mid-level;False;False
linkedin;United Kigndom;writer;10;male;null;False;null;senior2-level;False;True
linkedin;United Kigndom;writer;11;female;null;False;null;senior1-level;False;True
linkedin;United Kigndom;writer;12;male;null;False;null;senior2-level;False;True
linkedin;United Kigndom;writer;13;male;null;False;29.0;mid-level;False;True
linkedin;United Kigndom;writer;14;male;null;True;36.0;senior1-level;False;True
linkedin;United Kigndom;writer;15;female;null;False;30.0;mid-level;True;True
linkedin;United Kigndom;writer;16;female;null;True;23.0;mid-level;False;False
linkedin;United Kigndom;writer;17;unknown;null;True;28.0;senior1-level;False;False
linkedin;United Kigndom;writer;18;male;null;False;null;senior2-level;False;True
linkedin;United Kigndom;writer;19;male;null;False;30.0;senior2-level;False;False
linkedin;United Kigndom;writer;20;female;null;False;51.0;mid-level;False;True
linkedin;United Kigndom;writer;21;male;null;False;31.0;senior1-level;False;True
linkedin;United Kigndom;writer;22;female;null;True;33.0;senior2-level;False;True
linkedin;United Kigndom;writer;23;male;null;False;59.0;senior2-level;False;True
linkedin;United Kigndom;writer;24;male;null;False;null;senior2-level;False;False
