source;country;speciality;#;gender;ethnicity;Is_foreigner;age;experience_level;was_awarded;has_photo;num_stars;num_reviews
top doctors;Mexico;cirugia general y bariatrica;8;male;hispanic;False;15.0;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia general y bariatrica;10;male;english-hispanic;False;31.0;senior2-level;False;True;5.0;2
top doctors;Mexico;cirugia general y bariatrica;11;male;hispanic;False;24.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia general y bariatrica;13;male;hispanic;False;null;senior2-level;False;True;5.0;4
top doctors;Mexico;cirugia general y bariatrica;14;female;hispanic;False;24.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia general y bariatrica;15;male;english-hispanic;False;null;senior2-level;False;True;5.0;3
top doctors;Mexico;cirugia general y bariatrica;16;male;hispanic;False;38.0;senior2-level;False;True;5.0;2
top doctors;Mexico;cirugia general y bariatrica;17;male;hispanic;False;55.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia general y bariatrica;18;male;hispanic;False;null;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia general y bariatrica;19;male;hispanic-chinese;False;null;senior2-level;False;True;5.0;4
top doctors;Mexico;cirugia oncologica especialidad;0;male;hispanic;False;50.0;senior2-level;False;True;5.0;2
top doctors;Mexico;cirugia oncologica especialidad;0;male;hispanic;False;36.0;mid-level;False;True;0.0;0
top doctors;Mexico;cirugia oncologica especialidad;1;male;hispanic;False;null;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia oncologica especialidad;2;female;hispanic;False;null;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia oncologica especialidad;2;male;hispanic-greek;False;20.0;senior2-level;False;True;5.0;3
top doctors;Mexico;cirugia oncologica especialidad;3;male;hispanic;False;60.0;senior2-level;False;True;5.0;2
top doctors;Mexico;cirugia oncologica especialidad;3;male;hispanic;False;null;senior2-level;False;True;5.0;2
top doctors;Mexico;cirugia oncologica especialidad;4;male;hispanic;False;33.0;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia oncologica especialidad;4;male;hispanic;False;null;senior2-level;False;True;5.0;3
top doctors;Mexico;cirugia oncologica especialidad;5;male;hispanic;False;null;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia oncologica especialidad;8;male;hispanic;False;null;senior2-level;False;True;5.0;2
top doctors;Mexico;cirugia oncologica especialidad;9;male;hispanic;False;null;senior2-level;True;True;5.0;8
top doctors;Mexico;cirugia oncologica especialidad;10;male;hispanic;False;38.0;senior2-level;False;True;5.0;3
top doctors;Mexico;cirugia oncologica especialidad;11;male;hispanic;False;null;senior2-level;False;True;5.0;3
top doctors;Mexico;cirugia oncologica especialidad;12;male;unknown;True;null;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia oncologica especialidad;13;male;hispanic;False;18.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia oncologica especialidad;15;male;hispanic;False;37.0;senior2-level;False;True;5.0;2
top doctors;Mexico;cirugia oncologica especialidad;16;male;hispanic;False;null;senior2-level;False;True;5.0;2
top doctors;Mexico;cirugia oncologica especialidad;17;male;hispanic;False;31.0;senior2-level;False;True;5.0;3
top doctors;Mexico;cirugia oncologica especialidad;18;male;hispanic;False;null;senior2-level;True;True;5.0;3
top doctors;Mexico;cirugia oral y maxilofacial;0;male;hispanic;False;37.0;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia oral y maxilofacial;1;male;hispanic;False;35.0;senior2-level;False;True;5.0;3
top doctors;Mexico;cirugia oral y maxilofacial;1;male;hispanic;False;null;senior2-level;False;False;5.0;5
top doctors;Mexico;cirugia oral y maxilofacial;2;male;hispanic;False;53.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia oral y maxilofacial;2;female;hispanic;False;53.0;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia oral y maxilofacial;3;male;german;True;null;null;False;True;0.0;0
top doctors;Mexico;cirugia oral y maxilofacial;4;female;hispanic;False;null;senior2-level;False;True;5.0;5
top doctors;Mexico;cirugia oral y maxilofacial;4;male;hispanic;False;null;null;False;False;0.0;0
top doctors;Mexico;cirugia oral y maxilofacial;5;male;hispanic;False;38.0;senior2-level;False;False;4.0;1
top doctors;Mexico;cirugia oral y maxilofacial;5;female;hispanic;False;null;null;False;False;0.0;0
top doctors;Mexico;cirugia oral y maxilofacial;6;male;hispanic;False;null;senior2-level;False;True;5.0;5
top doctors;Mexico;cirugia oral y maxilofacial;6;male;hispanic;False;null;null;False;False;0.0;0
top doctors;Mexico;cirugia oral y maxilofacial;7;female;hispanic;False;null;null;False;False;0.0;0
top doctors;Mexico;cirugia oral y maxilofacial;8;male;hispanic;False;25.0;senior2-level;False;True;4.0;1
top doctors;Mexico;cirugia oral y maxilofacial;8;male;hispanic;False;null;null;False;False;0.0;0
top doctors;Mexico;cirugia oral y maxilofacial;9;male;hispanic;False;66.0;senior2-level;False;True;5.0;3
top doctors;Mexico;cirugia oral y maxilofacial;10;male;hispanic;False;null;null;False;True;0.0;0
top doctors;Mexico;cirugia oral y maxilofacial;11;male;hispanic;False;null;null;False;True;0.0;0
top doctors;Mexico;cirugia oral y maxilofacial;12;male;german;True;null;null;False;True;0.0;0
